FILEBASE, SCALE, BYTES, ACCA, ACCB, ACCAVG, OCRTIME
8716_001.2B, 0.7, 22358, 86, 88, 87.0, 4.11110782623
8737_002.2B, 0.7, 21674, 97, 97, 97.0, 1.48586201668
8751_002.2B, 0.7, 18248, 84, 85, 84.5, 4.2090959549
8758_004.2B, 0.7, 20662, 92, 93, 92.5, 4.3997399807
8507_001.2B, 0.7, 12420, 69, 72, 70.5, 2.93908691406
8739_002.2B, 0.7, 27268, 89, 89, 89.0, 3.87732815742
8721_001.2B, 0.7, 23146, 84, 82, 83.0, 3.64622497559
8520_002.2B, 0.7, 29660, 52, 54, 53.0, 10.7659299374
8533_001.2B, 0.7, 7230, 98, 98, 98.0, 1.05297517776
8566_001.2B, 0.7, 10412, 85, 91, 88.0, 1.05716514587
8595_001.2B, 0.7, 10018, 92, 94, 93.0, 1.24857211113
8576_001.2B, 0.7, 9356, 57, 61, 59.0, 3.30678915977
8723_002.2B, 0.7, 26778, 96, 97, 96.5, 2.93759298325
8735_002.2B, 0.7, 8232, 89, 89, 89.0, 1.40904402733
8516_001.2B, 0.7, 15650, 41, 44, 42.5, 1.75692200661
8747_001.2B, 0.7, 25492, 79, 72, 75.5, 3.67649817467
8519_001.2B, 0.7, 20452, 88, 90, 89.0, 2.83188605309
8565_001.2B, 0.7, 11346, 92, 93, 92.5, 1.44713282585
8567_001.2B, 0.7, 23706, 59, 60, 59.5, 6.59607601166
8724_002.2B, 0.7, 21774, 52, 54, 53.0, 9.06081104279
8588_001.2B, 0.7, 11574, 89, 92, 90.5, 1.8228290081
8706_001.2B, 0.7, 21696, 91, 88, 89.5, 3.82301616669
8530_001.2B, 0.7, 11036, 85, 95, 90.0, 1.50320291519
8721_002.2B, 0.7, 20484, 85, 78, 81.5, 2.97596287727
8748_002.2B, 0.7, 26018, 94, 87, 90.5, 1.73462104797
8527_001.2B, 0.7, 12316, 63, 65, 64.0, 4.10713195801
8738_001.2B, 0.7, 24008, 75, 85, 80.0, 4.98562502861
8758_003.2B, 0.7, 33038, 96, 96, 96.0, 6.2618060112
8731_001.2B, 0.7, 15896, 54, 57, 55.5, 4.53952097893
8554_001.2B, 0.7, 8900, 91, 93, 92.0, 1.64640498161
8754_002.2B, 0.7, 21418, 82, 85, 83.5, 4.17030692101
8557_001.2B, 0.7, 17150, 69, 76, 72.5, 2.68566298485
8723_001.2B, 0.7, 24342, 87, 90, 88.5, 3.23682999611
8556_001.2B, 0.7, 8948, 92, 92, 92.0, 1.4415500164
8733_001.2B, 0.7, 16078, 88, 90, 89.0, 1.58466291428
8730_001.2B, 0.7, 15090, 71, 73, 72.0, 5.54692602158
8531_001.2B, 0.7, 16718, 86, 89, 87.5, 3.16116404533
8715_001.2B, 0.7, 20634, 73, 73, 73.0, 5.32136106491
8600_001.2B, 0.7, 10732, 92, 94, 93.0, 1.82506299019
8740_001.2B, 0.7, 15882, 67, 72, 69.5, 4.79466795921
8740_002.2B, 0.7, 18502, 70, 73, 71.5, 5.32235908508
8582_001.2B, 0.7, 14924, 61, 61, 61.0, 5.11226701736
8575_001.2B, 0.7, 8230, 79, 82, 80.5, 2.24435806274
8552_001.2B, 0.7, 12894, 81, 83, 82.0, 1.84033584595
8703_001.2B, 0.7, 17224, 83, 75, 79.0, 2.81907200813
8589_001.2B, 0.7, 8070, 78, 82, 80.0, 1.44486403465
8525_001.2B, 0.7, 32736, 86, 89, 87.5, 7.20963716507
8743_002.2B, 0.7, 15046, 93, 93, 93.0, 3.1755361557
8569_001.2B, 0.7, 17776, 58, 73, 65.5, 3.0203769207
8745_002.2B, 0.7, 7062, 90, 90, 90.0, 0.594865083694
8749_001.2B, 0.7, 16086, 82, 86, 84.0, 1.28204798698
8759_001.2B, 0.7, 22428, 83, 85, 84.0, 4.60218787193
8548_001.2B, 0.7, 13116, 90, 93, 91.5, 2.38892412186
8526_001.2B, 0.7, 11974, 78, 90, 84.0, 1.58431720734
8529_001.2B, 0.7, 27348, 90, 91, 90.5, 4.71389913559
8535_001.2B, 0.7, 12294, 30, 34, 32.0, 1.85557103157
8500_001.2B, 0.7, 23038, 94, 98, 96.0, 2.6183450222
8594_001.2B, 0.7, 7926, 75, 77, 76.0, 1.41848278046
8725_001.2B, 0.7, 22074, 75, 75, 75.0, 2.19954800606
8520_001.2B, 0.7, 23572, 73, 72, 72.5, 8.84087896347
8756_001.2B, 0.7, 20294, 81, 82, 81.5, 4.85266685486
8752_002.2B, 0.7, 32434, 21, 20, 20.5, 20.3823509216
8758_001.2B, 0.7, 26132, 88, 93, 90.5, 4.49940514565
8744_002.2B, 0.7, 28306, 34, 35, 34.5, 15.6617970467
8521_001.2B, 0.7, 16688, 77, 79, 78.0, 2.49422097206
8759_003.2B, 0.7, 23944, 90, 89, 89.5, 4.23114395142
8573_001.2B, 0.7, 16702, 85, 86, 85.5, 3.04080486298
8544_001.2B, 0.7, 18824, 50, 49, 49.5, 7.48930978775
8585_001.2B, 0.7, 10928, 91, 93, 92.0, 1.70077013969
8578_001.2B, 0.7, 10528, 74, 76, 75.0, 1.77717590332
8722_001.2B, 0.7, 21704, 93, 93, 93.0, 2.16559100151
8760_001.2B, 0.7, 18810, 82, 82, 82.0, 4.40105581284
8545_001.2B, 0.7, 9184, 76, 86, 81.0, 1.23059105873
8748_001.2B, 0.7, 36050, 53, 55, 54.0, 9.35817694664
8574_001.2B, 0.7, 19998, 87, 93, 90.0, 2.21424508095
8587_001.2B, 0.7, 11990, 93, 93, 93.0, 1.5944890976
8515_001.2B, 0.7, 12624, 75, 75, 75.0, 2.69158697128
8512_001.2B, 0.7, 5230, 67, 73, 70.0, 0.485925912857
8563_001.2B, 0.7, 16314, 69, 71, 70.0, 3.3815510273
8551_001.2B, 0.7, 8674, 74, 86, 80.0, 1.46592617035
8741_001.2B, 0.7, 14592, 81, 81, 81.0, 2.87882184982
8503_001.2B, 0.7, 21822, 94, 95, 94.5, 1.95966815948
8550_001.2B, 0.7, 12844, 89, 98, 93.5, 1.30718684196
8560_001.2B, 0.7, 17416, 93, 93, 93.0, 1.86832594872
8743_001.2B, 0.7, 23290, 92, 93, 92.5, 3.85813999176
8540_001.2B, 0.7, 15230, 95, 96, 95.5, 2.26615309715
8719_001.2B, 0.7, 18050, 77, 79, 78.0, 4.41579294205
8518_001.2B, 0.7, 10772, 61, 79, 70.0, 1.77120494843
8702_001.2B, 0.7, 21586, 31, 32, 31.5, 9.90634703636
8750_002.2B, 0.7, 24476, 60, 61, 60.5, 2.28558278084
8513_001.2B, 0.7, 14710, 41, 43, 42.0, 4.03765082359
8734_002.2B, 0.7, 20640, 70, 71, 70.5, 5.63542604446
8505_001.2B, 0.7, 43768, 89, 92, 90.5, 3.12366318703
8509_001.2B, 0.7, 31584, 92, 94, 93.0, 4.43094396591
8517_001.2B, 0.7, 8920, 93, 96, 94.5, 0.818212032318
8742_001.2B, 0.7, 20248, 93, 93, 93.0, 2.03156900406
8586_001.2B, 0.7, 7122, 60, 76, 68.0, 0.874390125275
8571_001.2B, 0.7, 19774, 67, 67, 67.0, 4.94866681099
8541_001.2B, 0.6, 21558, 41, 40, 40.5, 11.0303580761
8597_001.2B, 0.6, 11336, 72, 75, 73.5, 3.3552339077
8741_002.2B, 0.6, 7902, 67, 68, 67.5, 2.8876349926
8750_001.2B, 0.6, 18388, 25, 26, 25.5, 2.86202788353
8752_001.2B, 0.6, 23872, 3, 2, 2.5, 14.8255650997
8564_001.2B, 0.6, 16494, 66, 68, 67.0, 4.15625905991
8502_001.2B, 0.6, 19652, 80, 83, 81.5, 3.58272099495
8717_001.2B, 0.6, 17952, 64, 64, 64.0, 4.9299890995
8520_003.2B, 0.6, 19846, 46, 47, 46.5, 3.02091002464
8747_002.2B, 0.6, 22804, 94, 94, 94.0, 2.60887694359
8749_002.2B, 0.6, 21364, 72, 57, 64.5, 3.69388985634
8529_002.2B, 0.6, 4566, 65, 76, 70.5, 1.36713886261
8729_001.2B, 0.6, 20896, 41, 41, 41.0, 9.68564009666
8523_001.2B, 0.6, 23566, 6, 6, 6.0, 9.48213505745
8710_001.2B, 0.6, 12404, 14, 14, 14.0, 7.01569509506
8584_001.2B, 0.6, 16906, 68, 69, 68.5, 6.58319997787
8501_001.2B, 0.6, 8434, 79, 81, 80.0, 1.27919602394
8592_001.2B, 0.6, 11198, 91, 91, 91.0, 1.88565516472
8570_001.2B, 0.6, 5898, 73, 75, 74.0, 1.50234508514
8508_001.2B, 0.6, 24602, 84, 87, 85.5, 4.91316199303
8759_004.2B, 0.6, 22344, 51, 49, 50.0, 9.19315099716
8734_001.2B, 0.6, 18428, 28, 29, 28.5, 5.9542760849
8538_001.2B, 0.6, 15128, 20, 20, 20.0, 6.5923781395
8759_002.2B, 0.6, 21204, 79, 79, 79.0, 7.61844682693
8580_001.2B, 0.6, 7704, 97, 97, 97.0, 1.52776694298
8601_001.2B, 0.6, 22500, 95, 96, 95.5, 4.4455280304
8555_001.2B, 0.6, 16436, 80, 83, 81.5, 2.99922299385
8541_002.2B, 0.6, 20082, 42, 42, 42.0, 9.67837786674
8547_001.2B, 0.6, 6968, 86, 87, 86.5, 1.11123609543
8536_001.2B, 0.6, 17334, 73, 78, 75.5, 5.04430007935
8599_001.2B, 0.6, 14008, 82, 82, 82.0, 2.41546797752
8736_001.2B, 0.6, 12894, 21, 20, 20.5, 7.28460717201
8562_001.2B, 0.6, 7924, 76, 73, 74.5, 1.4770450592
8758_002.2B, 0.6, 25010, 55, 54, 54.5, 14.2433378696
8750_003.2B, 0.6, 20370, 43, 43, 43.0, 2.80423402786
8581_001.2B, 0.6, 14184, 93, 93, 93.0, 2.65439581871
8596_001.2B, 0.6, 12846, 92, 94, 93.0, 2.75014805794
8537_001.2B, 0.6, 6326, 27, 30, 28.5, 2.10591483116
8742_002.2B, 0.6, 6302, 92, 93, 92.5, 0.913194894791
8704_001.2B, 0.6, 11280, 80, 83, 81.5, 2.78753209114
8522_001.2B, 0.6, 19220, 28, 24, 26.0, 11.397315979
8559_001.2B, 0.6, 14134, 68, 71, 69.5, 3.23338699341
8709_001.2B, 0.6, 15594, 79, 82, 80.5, 3.63744592667
8751_001.2B, 0.6, 14774, 71, 70, 70.5, 1.9757399559
8728_001.2B, 0.6, 13462, 90, 92, 91.0, 1.340747118
8712_001.2B, 0.6, 18576, 5, 6, 5.5, 10.0743350983
8510_001.2B, 0.6, 16304, 40, 40, 40.0, 8.13775420189
8753_001.2B, 0.6, 30634, 39, 39, 39.0, 20.2892179489
8755_001.2B, 0.6, 15278, 75, 75, 75.0, 6.13874816895
8504_001.2B, 0.6, 11872, 73, 76, 74.5, 3.61830592155
8701_001.2B, 0.6, 16176, 84, 79, 81.5, 3.47501015663
8705_001.2B, 0.6, 15598, 31, 33, 32.0, 6.24275588989
8718_001.2B, 0.6, 13844, 9, 7, 8.0, 7.60909676552
8745_001.2B, 0.6, 18108, 83, 79, 81.0, 1.95394611359
8593_001.2B, 0.6, 11640, 69, 68, 68.5, 1.73338198662
8724_001.2B, 0.6, 27396, 22, 25, 23.5, 8.82007193565
8568_001.2B, 0.6, 10242, 73, 75, 74.0, 1.94321703911
8744_001.2B, 0.6, 26650, 21, 21, 21.0, 12.2569601536
8739_001.2B, 0.6, 24650, 90, 90, 90.0, 4.27193808556
8737_001.2B, 0.6, 20826, 95, 96, 95.5, 1.93067502975
8579_001.2B, 0.6, 10658, 25, 33, 29.0, 1.82257318497
8755_002.2B, 0.6, 21352, 83, 84, 83.5, 7.70414495468
8591_001.2B, 0.6, 21098, 56, 56, 56.0, 9.53678798676
8750_004.2B, 0.6, 7856, 41, 40, 40.5, 1.09526896477
8542_001.2B, 0.6, 13552, 89, 89, 89.0, 1.67806792259
8577_001.2B, 0.6, 10086, 46, 44, 45.0, 4.2386469841
8720_001.2B, 0.6, 22318, 62, 63, 62.5, 4.23242020607
8561_001.2B, 0.6, 24240, 95, 94, 94.5, 2.6034860611
8534_001.2B, 0.6, 16684, 91, 93, 92.0, 2.27000594139
8590_001.2B, 0.6, 21764, 34, 36, 35.0, 3.00785708427
8528_001.2B, 0.6, 5674, 76, 77, 76.5, 0.766199111938
8746_001.2B, 0.6, 15436, 84, 83, 83.5, 4.52532100677
8506_001.2B, 0.6, 12596, 54, 58, 56.0, 2.34442615509
8539_001.2B, 0.6, 13074, 61, 61, 61.0, 1.98315596581
8572_001.2B, 0.6, 9758, 42, 45, 43.5, 3.62224078178
8726_001.2B, 0.6, 13478, 74, 74, 74.0, 4.70387291908
8707_001.2B, 0.6, 15240, 74, 77, 75.5, 2.78505897522
8700_001.2B, 0.6, 20752, 79, 81, 80.0, 5.69639778137
8583_001.2B, 0.6, 10664, 44, 45, 44.5, 3.64714002609
8754_001.2B, 0.6, 20200, 81, 81, 81.0, 5.52629208565
8733_002.2B, 0.6, 7476, 82, 79, 80.5, 1.51217699051
8736_002.2B, 0.6, 5478, 12, 12, 12.0, 2.47670292854
8546_001.2B, 0.6, 12486, 27, 27, 27.0, 6.20679497719
8760_002.2B, 0.6, 12226, 65, 66, 65.5, 4.5785369873
8753_002.2B, 0.6, 34132, 8, 7, 7.5, 18.7374639511
8514_001.2B, 0.6, 18462, 45, 46, 45.5, 5.74138379097
8752_003.2B, 0.6, 14296, 8, 7, 7.5, 7.82140803337
8714_001.2B, 0.6, 14340, 83, 87, 85.0, 2.09515309334
8708_001.2B, 0.6, 15220, 82, 84, 83.0, 3.48302602768
8598_001.2B, 0.6, 10204, 69, 69, 69.0, 4.19030594826
8727_001.2B, 0.6, 19774, 35, 34, 34.5, 10.5097999573
8574_002.2B, 0.6, 8492, 33, 35, 34.0, 1.47488617897
8713_001.2B, 0.6, 15360, 84, 86, 85.0, 3.45026898384
8524_001.2B, 0.6, 15844, 37, 41, 39.0, 2.75921607018
8735_001.2B, 0.6, 13010, 44, 45, 44.5, 5.54493999481
8721_003.2B, 0.6, 15382, 83, 83, 83.0, 2.95685100555
8549_001.2B, 0.6, 6706, 45, 49, 47.0, 1.34586191177
8553_001.2B, 0.6, 13908, 55, 55, 55.0, 2.19906997681
8591_002.2B, 0.6, 2128, 44, 44, 44.0, 0.594365119934
8761_001.2B, 0.6, 12746, 79, 93, 86.0, 1.53844809532
8711_001.2B, 0.6, 11978, 45, 55, 50.0, 3.95209002495
8558_001.2B, 0.6, 15492, 58, 60, 59.0, 3.95574498177
8716_001.2B, 0.6, 19502, 79, 78, 78.5, 3.6128308773
8737_002.2B, 0.6, 18922, 95, 95, 95.0, 1.61949014664
8751_002.2B, 0.6, 15968, 82, 83, 82.5, 3.73347592354
8758_004.2B, 0.6, 18470, 68, 66, 67.0, 10.1049869061
8507_001.2B, 0.6, 10994, 48, 50, 49.0, 3.65052604675
8739_002.2B, 0.6, 24144, 82, 83, 82.5, 4.18440580368
8721_001.2B, 0.6, 20322, 78, 79, 78.5, 3.80157589912
8520_002.2B, 0.6, 26154, 35, 36, 35.5, 3.69527006149
8533_001.2B, 0.6, 6404, 72, 71, 71.5, 2.5398709774
8566_001.2B, 0.6, 9270, 83, 86, 84.5, 1.59576010704
8595_001.2B, 0.6, 8756, 91, 91, 91.0, 1.41487121582
8576_001.2B, 0.6, 8284, 42, 45, 43.5, 1.58880901337
8723_002.2B, 0.6, 23446, 94, 95, 94.5, 3.2876701355
8735_002.2B, 0.6, 7060, 48, 50, 49.0, 2.91234493256
8516_001.2B, 0.6, 13834, 27, 28, 27.5, 2.26284503937
8747_001.2B, 0.6, 22312, 76, 70, 73.0, 4.48456716537
8519_001.2B, 0.6, 17666, 85, 87, 86.0, 3.14286804199
8565_001.2B, 0.6, 9982, 94, 95, 94.5, 1.53991699219
8567_001.2B, 0.6, 20836, 42, 42, 42.0, 8.82443809509
8724_002.2B, 0.6, 19262, 33, 34, 33.5, 8.67222499847
8588_001.2B, 0.6, 10260, 69, 70, 69.5, 3.39091897011
8706_001.2B, 0.6, 19060, 81, 79, 80.0, 5.50143003464
8530_001.2B, 0.6, 9760, 75, 84, 79.5, 2.04333591461
8721_002.2B, 0.6, 17950, 84, 78, 81.0, 3.18322515488
8748_002.2B, 0.6, 22760, 92, 85, 88.5, 3.65974807739
8527_001.2B, 0.6, 10946, 22, 22, 22.0, 5.5918598175
8738_001.2B, 0.6, 21198, 66, 73, 69.5, 8.06027388573
8758_003.2B, 0.6, 29270, 71, 71, 71.0, 14.532392025
8731_001.2B, 0.6, 13320, 33, 35, 34.0, 3.572701931
8554_001.2B, 0.6, 7822, 48, 47, 47.5, 3.88850712776
8754_002.2B, 0.6, 18646, 53, 54, 53.5, 8.69265079498
8557_001.2B, 0.6, 15038, 67, 72, 69.5, 2.70905017853
8723_001.2B, 0.6, 21314, 88, 90, 89.0, 3.60540485382
8556_001.2B, 0.6, 7872, 86, 86, 86.0, 1.55911278725
8733_001.2B, 0.6, 14054, 78, 78, 78.0, 4.43154883385
8730_001.2B, 0.6, 13268, 28, 29, 28.5, 1.97575712204
8531_001.2B, 0.6, 14832, 71, 72, 71.5, 5.77402496338
8715_001.2B, 0.6, 18160, 52, 54, 53.0, 6.48371577263
8600_001.2B, 0.6, 9398, 86, 87, 86.5, 2.08742380142
8740_001.2B, 0.6, 13974, 49, 55, 52.0, 4.70661997795
8740_002.2B, 0.6, 16284, 42, 46, 44.0, 6.26814317703
8582_001.2B, 0.6, 13134, 34, 33, 33.5, 6.41937804222
8575_001.2B, 0.6, 7130, 49, 50, 49.5, 1.54295396805
8552_001.2B, 0.6, 11298, 44, 45, 44.5, 1.80376386642
8703_001.2B, 0.6, 14908, 72, 68, 70.0, 3.94449186325
8589_001.2B, 0.6, 7076, 69, 68, 68.5, 2.73754000664
8525_001.2B, 0.6, 28720, 63, 63, 63.0, 13.5545289516
8743_002.2B, 0.6, 13336, 65, 66, 65.5, 6.25537085533
8569_001.2B, 0.6, 15446, 62, 73, 67.5, 3.21377801895
8745_002.2B, 0.6, 6288, 81, 80, 80.5, 0.69593501091
8749_001.2B, 0.6, 14088, 78, 80, 79.0, 2.48332595825
8759_001.2B, 0.6, 19782, 65, 66, 65.5, 7.36686897278
8548_001.2B, 0.6, 11478, 51, 51, 51.0, 4.91701292992
8526_001.2B, 0.6, 10538, 71, 78, 74.5, 2.74782800674
8529_001.2B, 0.6, 24056, 82, 83, 82.5, 6.0585000515
8535_001.2B, 0.6, 10652, 23, 25, 24.0, 1.89229607582
8500_001.2B, 0.6, 20086, 79, 85, 82.0, 5.02712202072
8594_001.2B, 0.6, 6942, 74, 76, 75.0, 1.73280596733
8725_001.2B, 0.6, 19322, 75, 75, 75.0, 3.53918504715
8520_001.2B, 0.6, 20796, 49, 50, 49.5, 3.71992397308
8756_001.2B, 0.6, 17830, 41, 41, 41.0, 8.79966306686
8752_002.2B, 0.6, 28810, 5, 4, 4.5, 18.0420320034
8758_001.2B, 0.6, 23220, 57, 59, 58.0, 11.1997869015
8744_002.2B, 0.6, 24764, 13, 13, 13.0, 13.5020070076
8521_001.2B, 0.6, 14668, 65, 68, 66.5, 3.53532886505
8759_003.2B, 0.6, 21092, 82, 81, 81.5, 7.35695290565
8573_001.2B, 0.6, 14666, 78, 77, 77.5, 3.72754693031
8544_001.2B, 0.6, 16730, 21, 18, 19.5, 9.61979818344
8585_001.2B, 0.6, 9462, 91, 93, 92.0, 2.05411291122
8578_001.2B, 0.6, 9176, 75, 66, 70.5, 1.83282017708
8722_001.2B, 0.6, 18972, 85, 86, 85.5, 3.14528298378
8760_001.2B, 0.6, 16616, 42, 41, 41.5, 6.9395160675
8545_001.2B, 0.6, 8130, 64, 71, 67.5, 1.59131407738
8748_001.2B, 0.6, 30834, 53, 53, 53.0, 10.8826680183
8574_001.2B, 0.6, 17360, 68, 69, 68.5, 2.72951698303
8587_001.2B, 0.6, 10490, 91, 89, 90.0, 1.93040084839
8515_001.2B, 0.6, 11102, 70, 71, 70.5, 2.69961500168
8512_001.2B, 0.6, 4530, 61, 64, 62.5, 0.898498058319
8563_001.2B, 0.6, 14414, 62, 63, 62.5, 4.17496299744
8551_001.2B, 0.6, 7636, 71, 76, 73.5, 1.543872118
8741_001.2B, 0.6, 12906, 64, 62, 63.0, 2.39449095726
8503_001.2B, 0.6, 19040, 86, 87, 86.5, 3.22641205788
8550_001.2B, 0.6, 11200, 88, 91, 89.5, 2.23828601837
8560_001.2B, 0.6, 15262, 72, 73, 72.5, 3.28093099594
8743_001.2B, 0.6, 20048, 67, 69, 68.0, 9.00057220459
8540_001.2B, 0.6, 13500, 91, 93, 92.0, 2.7099981308
8719_001.2B, 0.6, 15822, 44, 46, 45.0, 7.51285505295
8518_001.2B, 0.6, 9446, 69, 76, 72.5, 1.57474303246
8702_001.2B, 0.6, 19202, 8, 8, 8.0, 10.3913748264
8750_002.2B, 0.6, 21604, 15, 16, 15.5, 2.74862003326
8513_001.2B, 0.6, 12972, 41, 43, 42.0, 3.3461561203
8734_002.2B, 0.6, 18142, 29, 29, 29.0, 7.54020810127
8505_001.2B, 0.6, 32098, 41, 42, 41.5, 7.87803602219
8509_001.2B, 0.6, 27660, 90, 91, 90.5, 5.48322486877
8517_001.2B, 0.6, 7870, 89, 90, 89.5, 0.888447999954
8742_001.2B, 0.6, 17698, 91, 91, 91.0, 2.39527201653
8586_001.2B, 0.6, 6134, 64, 68, 66.0, 1.44703507423
8571_001.2B, 0.6, 17430, 61, 59, 60.0, 2.53539395332
8541_001.2B, 0.5, 18360, 2, 1, 1.5, 10.2909379005
8597_001.2B, 0.5, 9538, 4, 4, 4.0, 3.79163098335
8741_002.2B, 0.5, 6846, 17, 17, 17.0, 2.75848793983
8750_001.2B, 0.5, 14754, 0, 0, 0.0, 2.16744589806
8752_001.2B, 0.5, 19714, 0, 0, 0.0, 9.60379219055
8564_001.2B, 0.5, 13516, 9, 8, 8.5, 1.77852797508
8502_001.2B, 0.5, 16572, 12, 13, 12.5, 2.25183796883
8717_001.2B, 0.5, 15120, 14, 14, 14.0, 7.49776816368
8520_003.2B, 0.5, 16806, 4, 3, 3.5, 5.31431484222
8747_002.2B, 0.5, 19368, 56, 56, 56.0, 2.71667003632
8749_002.2B, 0.5, 17284, 12, 8, 10.0, 2.01631999016
8529_002.2B, 0.5, 3906, 11, 11, 11.0, 1.86968183517
8729_001.2B, 0.5, 17616, 7, 5, 6.0, 7.86657810211
8523_001.2B, 0.5, 20160, 1, 1, 1.0, 6.46326208115
8710_001.2B, 0.5, 10700, 2, 2, 2.0, 5.02172088623
8584_001.2B, 0.5, 14446, 4, 5, 4.5, 4.70658612251
8501_001.2B, 0.5, 6892, 19, 20, 19.5, 2.30704593658
8592_001.2B, 0.5, 9464, 7, 8, 7.5, 1.09100294113
8570_001.2B, 0.5, 4968, 15, 15, 15.0, 1.79876899719
8508_001.2B, 0.5, 20666, 2, 2, 2.0, 9.4817070961
8759_004.2B, 0.5, 18290, 7, 5, 6.0, 5.01047110558
8734_001.2B, 0.5, 14786, 13, 11, 12.0, 2.73233604431
8538_001.2B, 0.5, 12992, 3, 4, 3.5, 5.46271800995
8759_002.2B, 0.5, 18000, 9, 9, 9.0, 7.95742797852
8580_001.2B, 0.5, 6482, 27, 25, 26.0, 3.5834851265
8601_001.2B, 0.5, 18816, 12, 12, 12.0, 10.2445669174
8555_001.2B, 0.5, 13924, 35, 34, 34.5, 7.15557694435
8541_002.2B, 0.5, 17090, 5, 5, 5.0, 7.73156905174
8547_001.2B, 0.5, 5762, 39, 40, 39.5, 2.32489109039
8536_001.2B, 0.5, 14946, 26, 27, 26.5, 8.21361088753
8599_001.2B, 0.5, 11740, 37, 35, 36.0, 6.26913285255
8736_001.2B, 0.5, 10752, 1, 1, 1.0, 6.022315979
8562_001.2B, 0.5, 6572, 33, 31, 32.0, 1.54015612602
8758_002.2B, 0.5, 21304, 3, 3, 3.0, 12.325289011
8750_003.2B, 0.5, 17070, 0, 0, 0.0, 2.42552113533
8581_001.2B, 0.5, 12040, 27, 28, 27.5, 6.07068800926
8596_001.2B, 0.5, 10902, 32, 32, 32.0, 6.74542403221
8537_001.2B, 0.5, 5114, 2, 2, 2.0, 1.92434716225
8742_002.2B, 0.5, 5372, 70, 75, 72.5, 1.45805501938
8704_001.2B, 0.5, 9696, 22, 23, 22.5, 4.76800394058
8522_001.2B, 0.5, 16260, 3, 2, 2.5, 7.19469714165
8559_001.2B, 0.5, 11820, 7, 7, 7.0, 5.42365002632
8709_001.2B, 0.5, 12958, 1, 2, 1.5, 5.60390591621
8751_001.2B, 0.5, 12600, 6, 6, 6.0, 4.24375700951
8728_001.2B, 0.5, 11334, 55, 56, 55.5, 2.3258960247
8712_001.2B, 0.5, 15518, 2, 2, 2.0, 5.86306190491
8510_001.2B, 0.5, 13812, 5, 4, 4.5, 6.11137390137
8753_001.2B, 0.5, 26350, 4, 3, 3.5, 11.6932411194
8755_001.2B, 0.5, 12970, 12, 12, 12.0, 5.41533517838
8504_001.2B, 0.5, 9846, 7, 7, 7.0, 3.90182209015
8701_001.2B, 0.5, 13542, 17, 16, 16.5, 2.63018584251
8705_001.2B, 0.5, 12634, 8, 9, 8.5, 4.99934411049
8718_001.2B, 0.5, 11204, 1, 0, 0.5, 4.49259614944
8745_001.2B, 0.5, 15202, 43, 46, 44.5, 2.54334402084
8593_001.2B, 0.5, 9536, 4, 4, 4.0, 0.895306825638
8724_001.2B, 0.5, 21956, 1, 1, 1.0, 4.81798601151
8568_001.2B, 0.5, 8492, 36, 34, 35.0, 1.49254608154
8744_001.2B, 0.5, 22530, 3, 3, 3.0, 8.42212986946
