FILEBASE, SCALE, BYTES, ACCA, ACCB, ACCAVG, OCRTIME
8739_001.2B, 0.5, 20818, 34, 33, 33.5, 13.0453588963
8737_001.2B, 0.5, 17692, 15, 15, 15.0, 2.63278603554
8579_001.2B, 0.5, 8626, 5, 4, 4.5, 2.08910322189
8755_002.2B, 0.5, 18088, 20, 22, 21.0, 7.48164701462
8591_001.2B, 0.5, 17978, 16, 16, 16.0, 7.69580292702
8750_004.2B, 0.5, 6544, 0, 0, 0.0, 0.511641979218
8542_001.2B, 0.5, 11396, 74, 73, 73.5, 3.20219516754
8577_001.2B, 0.5, 8594, 14, 13, 13.5, 3.19607996941
8720_001.2B, 0.5, 19366, 2, 2, 2.0, 5.52182793617
8561_001.2B, 0.5, 20286, 77, 78, 77.5, 5.63133597374
8534_001.2B, 0.5, 14576, 29, 30, 29.5, 2.25585722923
8590_001.2B, 0.5, 17358, 2, 2, 2.0, 4.15611195564
8528_001.2B, 0.5, 4744, 11, 11, 11.0, 0.749410867691
8746_001.2B, 0.5, 12802, 3, 2, 2.5, 1.40591907501
8506_001.2B, 0.5, 10848, 21, 22, 21.5, 3.67240095139
8539_001.2B, 0.5, 10992, 11, 11, 11.0, 1.73606395721
8572_001.2B, 0.5, 8208, 3, 4, 3.5, 3.22437596321
8726_001.2B, 0.5, 11274, 3, 3, 3.0, 5.36340999603
8707_001.2B, 0.5, 12800, 26, 25, 25.5, 3.40405488014
8700_001.2B, 0.5, 17638, 28, 28, 28.0, 9.36354088783
8583_001.2B, 0.5, 8984, 6, 6, 6.0, 3.03822422028
8754_001.2B, 0.5, 16946, 4, 4, 4.0, 8.9863679409
8733_002.2B, 0.5, 6428, 27, 26, 26.5, 1.92981696129
8736_002.2B, 0.5, 4676, 2, 2, 2.0, 2.35214090347
8546_001.2B, 0.5, 10574, 4, 4, 4.0, 4.84027719498
8760_002.2B, 0.5, 10516, 2, 2, 2.0, 3.36648416519
8753_002.2B, 0.5, 29872, 1, 1, 1.0, 15.3309018612
8514_001.2B, 0.5, 15670, 3, 3, 3.0, 6.96331000328
8752_003.2B, 0.5, 11594, 0, 0, 0.0, 3.10105395317
8714_001.2B, 0.5, 12020, 31, 29, 30.0, 5.28441619873
8708_001.2B, 0.5, 13068, 33, 34, 33.5, 6.64855599403
8598_001.2B, 0.5, 8786, 4, 4, 4.0, 2.44119119644
8727_001.2B, 0.5, 16714, 3, 3, 3.0, 6.83594703674
8574_002.2B, 0.5, 7132, 7, 8, 7.5, 0.826172113419
8713_001.2B, 0.5, 13004, 31, 31, 31.0, 7.38855409622
8524_001.2B, 0.5, 13446, 6, 6, 6.0, 3.86200904846
8735_001.2B, 0.5, 11068, 9, 10, 9.5, 4.69831705093
8721_003.2B, 0.5, 12632, 36, 31, 33.5, 6.81035709381
8549_001.2B, 0.5, 5728, 11, 11, 11.0, 1.20449590683
8553_001.2B, 0.5, 11878, 18, 18, 18.0, 4.55894207954
8591_002.2B, 0.5, 1868, 11, 12, 11.5, 0.518791913986
8761_001.2B, 0.5, 10508, 73, 84, 78.5, 1.83993291855
8711_001.2B, 0.5, 9992, 9, 8, 8.5, 4.42742395401
8558_001.2B, 0.5, 13412, 4, 4, 4.0, 3.1394329071
8716_001.2B, 0.5, 16234, 27, 28, 27.5, 8.81617999077
8737_002.2B, 0.5, 16094, 32, 32, 32.0, 2.25116610527
8751_002.2B, 0.5, 13550, 9, 6, 7.5, 2.91214299202
8758_004.2B, 0.5, 15642, 6, 6, 6.0, 9.13579797745
8507_001.2B, 0.5, 8862, 2, 2, 2.0, 4.30924701691
8739_002.2B, 0.5, 20380, 22, 22, 22.0, 13.9432330132
8721_001.2B, 0.5, 16726, 19, 15, 17.0, 9.66797995567
8520_002.2B, 0.5, 22236, 2, 2, 2.0, 4.37311506271
8533_001.2B, 0.5, 5356, 10, 11, 10.5, 2.0311460495
8566_001.2B, 0.5, 7586, 13, 14, 13.5, 0.867233037949
8595_001.2B, 0.5, 7430, 51, 52, 51.5, 2.53118515015
8576_001.2B, 0.5, 6862, 6, 6, 6.0, 1.85476589203
8723_002.2B, 0.5, 19520, 35, 35, 35.0, 10.609623909
8735_002.2B, 0.5, 6070, 13, 14, 13.5, 2.41680407524
8516_001.2B, 0.5, 11168, 4, 4, 4.0, 2.48323607445
8747_001.2B, 0.5, 18796, 19, 16, 17.5, 3.6084561348
8519_001.2B, 0.5, 14610, 45, 45, 45.0, 8.15130400658
8565_001.2B, 0.5, 8516, 36, 36, 36.0, 5.44600701332
8567_001.2B, 0.5, 16896, 2, 2, 2.0, 4.72323012352
8724_002.2B, 0.5, 16218, 0, 0, 0.0, 4.62327599525
8588_001.2B, 0.5, 8636, 32, 34, 33.0, 3.43477606773
8706_001.2B, 0.5, 16136, 4, 3, 3.5, 7.29211306572
8530_001.2B, 0.5, 8150, 23, 24, 23.5, 3.83226799965
8721_002.2B, 0.5, 14844, 38, 33, 35.5, 7.56883311272
8748_002.2B, 0.5, 19510, 80, 74, 77.0, 5.95855808258
8527_001.2B, 0.5, 9180, 1, 0, 0.5, 4.52722811699
8738_001.2B, 0.5, 17752, 15, 15, 15.0, 6.71209812164
8758_003.2B, 0.5, 25164, 3, 2, 2.5, 14.8938241005
8731_001.2B, 0.5, 11058, 7, 7, 7.0, 2.65083193779
8554_001.2B, 0.5, 6664, 15, 14, 14.5, 3.14012503624
8754_002.2B, 0.5, 16130, 7, 7, 7.0, 8.71396684647
8557_001.2B, 0.5, 12318, 21, 21, 21.0, 5.67317581177
8723_001.2B, 0.5, 17540, 28, 26, 27.0, 8.42227196693
8556_001.2B, 0.5, 6562, 7, 6, 6.5, 3.68961286545
8733_001.2B, 0.5, 11724, 26, 26, 26.0, 3.42081308365
8730_001.2B, 0.5, 11378, 0, 0, 0.0, 1.51330494881
8531_001.2B, 0.5, 12568, 9, 8, 8.5, 5.88568115234
8715_001.2B, 0.5, 15270, 13, 12, 12.5, 5.93836402893
8600_001.2B, 0.5, 7808, 32, 31, 31.5, 4.4579770565
8740_001.2B, 0.5, 11660, 16, 18, 17.0, 4.27343392372
8740_002.2B, 0.5, 13592, 13, 13, 13.0, 5.3951561451
8582_001.2B, 0.5, 11146, 5, 5, 5.0, 4.7356171608
8575_001.2B, 0.5, 6010, 5, 5, 5.0, 2.13847517967
8552_001.2B, 0.5, 9644, 5, 6, 5.5, 3.01486110687
8703_001.2B, 0.5, 12522, 6, 5, 5.5, 5.02182197571
8589_001.2B, 0.5, 6004, 21, 22, 21.5, 2.38611197472
8525_001.2B, 0.5, 23736, 4, 4, 4.0, 14.0838990211
8743_002.2B, 0.5, 11148, 15, 15, 15.0, 5.38260316849
8569_001.2B, 0.5, 12822, 9, 10, 9.5, 4.06071901321
8745_002.2B, 0.5, 5322, 47, 47, 47.0, 0.753865003586
8749_001.2B, 0.5, 12024, 20, 20, 20.0, 1.93010902405
8759_001.2B, 0.5, 16774, 10, 11, 10.5, 6.88135099411
8548_001.2B, 0.5, 9886, 10, 8, 9.0, 4.67682290077
8526_001.2B, 0.5, 8806, 35, 36, 35.5, 2.93355989456
8529_001.2B, 0.5, 20918, 25, 24, 24.5, 15.5855498314
8535_001.2B, 0.5, 8348, 0, 0, 0.0, 0.861922979355
8500_001.2B, 0.5, 16970, 14, 15, 14.5, 5.31541490555
8594_001.2B, 0.5, 5868, 26, 28, 27.0, 2.94842195511
8725_001.2B, 0.5, 16518, 46, 47, 46.5, 4.31552100182
8520_001.2B, 0.5, 17638, 2, 2, 2.0, 5.42204499245
8756_001.2B, 0.5, 14690, 5, 5, 5.0, 8.50344181061
8752_002.2B, 0.5, 23846, 0, 0, 0.0, 13.2877559662
8758_001.2B, 0.5, 19756, 10, 8, 9.0, 10.511441946
8744_002.2B, 0.5, 21280, 2, 1, 1.5, 8.35904502869
8521_001.2B, 0.5, 12192, 16, 17, 16.5, 4.42741298676
8759_003.2B, 0.5, 17790, 7, 8, 7.5, 7.34758400917
8573_001.2B, 0.5, 12424, 11, 10, 10.5, 6.50825095177
8544_001.2B, 0.5, 13974, 1, 1, 1.0, 5.51017618179
8585_001.2B, 0.5, 8056, 13, 13, 13.0, 3.80247211456
8578_001.2B, 0.5, 7280, 6, 6, 6.0, 2.12557601929
8722_001.2B, 0.5, 15886, 31, 33, 32.0, 2.06554198265
8760_001.2B, 0.5, 14168, 3, 3, 3.0, 4.75268888474
8545_001.2B, 0.5, 6870, 10, 12, 11.0, 1.28359413147
8748_001.2B, 0.5, 25372, 13, 13, 13.0, 9.27172207832
8574_001.2B, 0.5, 14570, 8, 8, 8.0, 4.48110890388
8587_001.2B, 0.5, 8832, 15, 13, 14.0, 4.80640792847
8515_001.2B, 0.5, 9500, 28, 28, 28.0, 4.8764269352
8512_001.2B, 0.5, 3820, 10, 9, 9.5, 0.473060131073
8563_001.2B, 0.5, 12074, 6, 5, 5.5, 5.22941708565
8551_001.2B, 0.5, 6412, 30, 27, 28.5, 2.88889598846
8741_001.2B, 0.5, 10690, 12, 11, 11.5, 3.5814139843
8503_001.2B, 0.5, 16196, 6, 7, 6.5, 5.4608771801
8550_001.2B, 0.5, 9480, 55, 54, 54.5, 3.40228104591
8560_001.2B, 0.5, 12868, 4, 4, 4.0, 3.60670304298
8743_001.2B, 0.5, 16802, 13, 13, 13.0, 7.76052212715
8540_001.2B, 0.5, 11198, 5, 5, 5.0, 4.9259660244
8719_001.2B, 0.5, 13598, 5, 5, 5.0, 5.04418706894
8518_001.2B, 0.5, 7916, 16, 16, 16.0, 2.66194701195
8702_001.2B, 0.5, 16344, 2, 2, 2.0, 5.44246196747
8750_002.2B, 0.5, 16240, 0, 0, 0.0, 0.241416931152
8513_001.2B, 0.5, 10748, 6, 4, 5.0, 1.6990480423
8734_002.2B, 0.5, 15296, 2, 2, 2.0, 3.77807402611
8505_001.2B, 0.5, 16380, 5, 5, 5.0, 5.97428512573
8509_001.2B, 0.5, 23604, 13, 13, 13.0, 12.1260340214
8517_001.2B, 0.5, 6712, 27, 27, 27.0, 1.03930902481
8742_001.2B, 0.5, 14932, 81, 81, 81.0, 3.70328211784
8586_001.2B, 0.5, 5098, 19, 24, 21.5, 0.999653816223
8571_001.2B, 0.5, 14614, 4, 5, 4.5, 5.15891814232
8541_001.2B, 0.4, 15856, 1, 1, 1.0, 9.74664902687
8597_001.2B, 0.4, 8076, 3, 3, 3.0, 3.51681685448
8741_002.2B, 0.4, 5774, 3, 3, 3.0, 2.32964110374
8750_001.2B, 0.4, 12458, 1, 0, 0.5, 1.63306713104
8752_001.2B, 0.4, 16882, 1, 0, 0.5, 8.21319389343
8564_001.2B, 0.4, 11230, 6, 5, 5.5, 3.86815810204
8502_001.2B, 0.4, 13890, 4, 4, 4.0, 4.77808403969
8717_001.2B, 0.4, 12628, 4, 3, 3.5, 6.75264501572
8520_003.2B, 0.4, 14362, 0, 0, 0.0, 5.17968583107
8747_002.2B, 0.4, 16352, 5, 5, 5.0, 2.50810194016
8749_002.2B, 0.4, 14714, 3, 3, 3.0, 1.79230999947
8529_002.2B, 0.4, 3396, 10, 10, 10.0, 1.68627905846
8729_001.2B, 0.4, 14606, 6, 6, 6.0, 7.73491001129
8523_001.2B, 0.4, 16620, 0, 0, 0.0, 6.36885809898
8710_001.2B, 0.4, 8856, 1, 0, 0.5, 1.43307304382
8584_001.2B, 0.4, 12206, 1, 2, 1.5, 4.5808339119
8501_001.2B, 0.4, 5838, 17, 18, 17.5, 1.15120100975
8592_001.2B, 0.4, 7930, 11, 12, 11.5, 1.20221209526
8570_001.2B, 0.4, 4206, 4, 4, 4.0, 1.61632704735
8508_001.2B, 0.4, 17630, 5, 5, 5.0, 9.14405894279
8759_004.2B, 0.4, 15460, 3, 2, 2.5, 5.45165085793
8734_001.2B, 0.4, 12310, 2, 2, 2.0, 2.69435119629
8538_001.2B, 0.4, 10966, 0, 0, 0.0, 3.99718904495
8759_002.2B, 0.4, 15386, 1, 1, 1.0, 6.99535608292
8580_001.2B, 0.4, 5730, 15, 14, 14.5, 2.99313306808
8601_001.2B, 0.4, 16238, 4, 4, 4.0, 9.54403495789
8555_001.2B, 0.4, 11888, 15, 14, 14.5, 5.78061199188
8541_002.2B, 0.4, 14404, 2, 2, 2.0, 8.07279896736
8547_001.2B, 0.4, 4900, 9, 9, 9.0, 2.04332494736
8536_001.2B, 0.4, 12634, 5, 5, 5.0, 6.2935590744
8599_001.2B, 0.4, 9902, 12, 11, 11.5, 5.165102005
8736_001.2B, 0.4, 9122, 1, 1, 1.0, 4.11621594429
8562_001.2B, 0.4, 5592, 18, 16, 17.0, 0.678855895996
8758_002.2B, 0.4, 18426, 2, 1, 1.5, 12.8929619789
8750_003.2B, 0.4, 14512, 1, 1, 1.0, 2.98094820976
8581_001.2B, 0.4, 10268, 10, 10, 10.0, 5.65191102028
8596_001.2B, 0.4, 9462, 4, 4, 4.0, 4.51652979851
8537_001.2B, 0.4, 4272, 1, 1, 1.0, 1.63437199593
8742_002.2B, 0.4, 4616, 34, 37, 35.5, 2.41688013077
8704_001.2B, 0.4, 8334, 5, 5, 5.0, 3.91970801353
8522_001.2B, 0.4, 13760, 3, 2, 2.5, 6.78188180923
8559_001.2B, 0.4, 10120, 7, 7, 7.0, 5.12443089485
8709_001.2B, 0.4, 11044, 5, 5, 5.0, 5.17688202858
8751_001.2B, 0.4, 10492, 5, 2, 3.5, 1.79650187492
8728_001.2B, 0.4, 9472, 8, 10, 9.0, 3.53566002846
8712_001.2B, 0.4, 13092, 0, 0, 0.0, 4.04076099396
8510_001.2B, 0.4, 11854, 2, 2, 2.0, 2.06898999214
8753_001.2B, 0.4, 21800, 2, 2, 2.0, 16.5653841496
8755_001.2B, 0.4, 11072, 1, 1, 1.0, 5.78308701515
8504_001.2B, 0.4, 8358, 3, 3, 3.0, 3.38194799423
8701_001.2B, 0.4, 11508, 7, 2, 4.5, 0.779906988144
8705_001.2B, 0.4, 10464, 2, 2, 2.0, 4.89199900627
8718_001.2B, 0.4, 9422, 0, 0, 0.0, 2.14284896851
8745_001.2B, 0.4, 12674, 3, 3, 3.0, 1.80080604553
8593_001.2B, 0.4, 8044, 3, 3, 3.0, 1.91431903839
8724_001.2B, 0.4, 18118, 1, 1, 1.0, 4.4254090786
8568_001.2B, 0.4, 7234, 16, 15, 15.5, 1.88461279869
8744_001.2B, 0.4, 18944, 2, 1, 1.5, 9.11857795715
8739_001.2B, 0.4, 17772, 14, 14, 14.0, 10.3692231178
8737_001.2B, 0.4, 14886, 4, 5, 4.5, 2.56017303467
8579_001.2B, 0.4, 7272, 2, 1, 1.5, 1.55133104324
8755_002.2B, 0.4, 15350, 1, 1, 1.0, 7.09510397911
8591_001.2B, 0.4, 15426, 6, 6, 6.0, 7.58590698242
8750_004.2B, 0.4, 5456, 0, 0, 0.0, 0.666489839554
8542_001.2B, 0.4, 9630, 4, 4, 4.0, 1.45151400566
8577_001.2B, 0.4, 7404, 2, 2, 2.0, 2.9245429039
8720_001.2B, 0.4, 16370, 2, 2, 2.0, 4.84467697144
8561_001.2B, 0.4, 16764, 8, 8, 8.0, 7.38689994812
8534_001.2B, 0.4, 12144, 13, 13, 13.0, 1.86773300171
8590_001.2B, 0.4, 14766, 1, 0, 0.5, 1.65340900421
8528_001.2B, 0.4, 3976, 13, 14, 13.5, 0.561057090759
8746_001.2B, 0.4, 11086, 3, 3, 3.0, 4.44485092163
8506_001.2B, 0.4, 9128, 9, 5, 7.0, 1.45968008041
8539_001.2B, 0.4, 9332, 1, 1, 1.0, 2.7609539032
8572_001.2B, 0.4, 7048, 1, 1, 1.0, 2.89250898361
8726_001.2B, 0.4, 9578, 1, 1, 1.0, 5.42387294769
8707_001.2B, 0.4, 10874, 6, 4, 5.0, 1.31974196434
8700_001.2B, 0.4, 15268, 4, 4, 4.0, 8.62484288216
8583_001.2B, 0.4, 7590, 3, 3, 3.0, 2.35511612892
8754_001.2B, 0.4, 13792, 2, 2, 2.0, 9.08611488342
8733_002.2B, 0.4, 5354, 16, 15, 15.5, 0.704431056976
8736_002.2B, 0.4, 4054, 0, 0, 0.0, 1.78642702103
8546_001.2B, 0.4, 9036, 1, 1, 1.0, 4.55725884438
8760_002.2B, 0.4, 8768, 1, 2, 1.5, 3.07006287575
8753_002.2B, 0.4, 24876, 2, 1, 1.5, 17.82071805
8514_001.2B, 0.4, 13148, 2, 1, 1.5, 4.31308698654
8752_003.2B, 0.4, 9956, 0, 0, 0.0, 4.85570406914
8714_001.2B, 0.4, 10306, 12, 12, 12.0, 4.07279109955
8708_001.2B, 0.4, 11150, 3, 4, 3.5, 5.31356883049
8598_001.2B, 0.4, 7438, 2, 2, 2.0, 2.42930197716
8727_001.2B, 0.4, 14064, 0, 0, 0.0, 8.77177715302
8574_002.2B, 0.4, 5998, 2, 1, 1.5, 1.02180099487
8713_001.2B, 0.4, 11102, 10, 10, 10.0, 6.19003486633
8524_001.2B, 0.4, 11338, 3, 3, 3.0, 3.52996301651
8735_001.2B, 0.4, 9562, 4, 4, 4.0, 3.57820296288
8721_003.2B, 0.4, 10848, 3, 2, 2.5, 5.47382998466
8549_001.2B, 0.4, 4864, 7, 6, 6.5, 1.52045798302
8553_001.2B, 0.4, 10086, 2, 1, 1.5, 2.59725213051
8591_002.2B, 0.4, 1626, 4, 4, 4.0, 0.424561023712
8761_001.2B, 0.4, 8924, 58, 67, 62.5, 2.87315392494
8711_001.2B, 0.4, 8398, 6, 6, 6.0, 4.84821891785
8558_001.2B, 0.4, 11322, 2, 3, 2.5, 3.97445416451
8716_001.2B, 0.4, 13736, 18, 16, 17.0, 6.09279203415
8737_002.2B, 0.4, 13786, 13, 13, 13.0, 2.01714611053
8751_002.2B, 0.4, 11424, 4, 3, 3.5, 3.92085289955
8758_004.2B, 0.4, 13484, 3, 2, 2.5, 9.02862000465
8507_001.2B, 0.4, 7556, 1, 1, 1.0, 3.10785293579
8739_002.2B, 0.4, 17674, 10, 10, 10.0, 10.4922800064
8721_001.2B, 0.4, 14456, 3, 2, 2.5, 7.94636011124
8520_002.2B, 0.4, 19098, 0, 0, 0.0, 5.27290892601
8533_001.2B, 0.4, 4570, 3, 3, 3.0, 2.105271101
8566_001.2B, 0.4, 6396, 12, 13, 12.5, 1.14526700974
8595_001.2B, 0.4, 6230, 14, 15, 14.5, 2.79421281815
8576_001.2B, 0.4, 5890, 2, 1, 1.5, 1.92872905731
8723_002.2B, 0.4, 16638, 7, 7, 7.0, 8.53817987442
8735_002.2B, 0.4, 5168, 2, 2, 2.0, 1.43181800842
8516_001.2B, 0.4, 9434, 4, 3, 3.5, 1.46221590042
8747_001.2B, 0.4, 15788, 5, 4, 4.5, 6.18225693703
8519_001.2B, 0.4, 12522, 13, 13, 13.0, 6.44467997551
8565_001.2B, 0.4, 7240, 4, 3, 3.5, 4.0026640892
8567_001.2B, 0.4, 14300, 2, 1, 1.5, 3.90628290176
8724_002.2B, 0.4, 13666, 3, 2, 2.5, 4.90986585617
8588_001.2B, 0.4, 7388, 7, 7, 7.0, 3.36317801476
8706_001.2B, 0.4, 13414, 4, 3, 3.5, 6.36850595474
8530_001.2B, 0.4, 7020, 10, 11, 10.5, 2.93501400948
8721_002.2B, 0.4, 12858, 4, 3, 3.5, 6.43897199631
8748_002.2B, 0.4, 16368, 2, 3, 2.5, 6.3617579937
8527_001.2B, 0.4, 7640, 1, 0, 0.5, 3.89609384537
8738_001.2B, 0.4, 15166, 4, 4, 4.0, 5.01030111313
8758_003.2B, 0.4, 21550, 3, 3, 3.0, 15.7947518826
8731_001.2B, 0.4, 9294, 5, 5, 5.0, 2.24354410172
8554_001.2B, 0.4, 5750, 4, 3, 3.5, 3.31466388702
8754_002.2B, 0.4, 13834, 3, 2, 2.5, 7.31460189819
8557_001.2B, 0.4, 10346, 14, 12, 13.0, 4.40671920776
8723_001.2B, 0.4, 14896, 8, 7, 7.5, 7.31778383255
8556_001.2B, 0.4, 5686, 4, 4, 4.0, 2.93547916412
8733_001.2B, 0.4, 9840, 3, 3, 3.0, 3.79636788368
8730_001.2B, 0.4, 9852, 1, 1, 1.0, 2.39098000526
8531_001.2B, 0.4, 10706, 2, 2, 2.0, 5.56273508072
8715_001.2B, 0.4, 12792, 13, 11, 12.0, 6.16324710846
8600_001.2B, 0.4, 6664, 14, 14, 14.0, 3.8540148735
8740_001.2B, 0.4, 9794, 15, 15, 15.0, 3.96913909912
8740_002.2B, 0.4, 11406, 0, 0, 0.0, 5.45290398598
8582_001.2B, 0.4, 9292, 3, 3, 3.0, 4.80087089539
8575_001.2B, 0.4, 5188, 2, 2, 2.0, 1.74918103218
8552_001.2B, 0.4, 8332, 2, 2, 2.0, 1.52836799622
8703_001.2B, 0.4, 10644, 2, 2, 2.0, 4.17795419693
8589_001.2B, 0.4, 5112, 6, 6, 6.0, 2.07112598419
8525_001.2B, 0.4, 20318, 3, 2, 2.5, 12.7475318909
8743_002.2B, 0.4, 9616, 2, 2, 2.0, 5.04260420799
8569_001.2B, 0.4, 10628, 3, 4, 3.5, 3.91673207283
8745_002.2B, 0.4, 4474, 10, 10, 10.0, 0.786817073822
8749_001.2B, 0.4, 10142, 5, 5, 5.0, 3.91062903404
8759_001.2B, 0.4, 14234, 6, 6, 6.0, 6.15255689621
8548_001.2B, 0.4, 8358, 6, 6, 6.0, 4.68462014198
8526_001.2B, 0.4, 7458, 11, 12, 11.5, 2.94953894615
8529_001.2B, 0.4, 18228, 7, 6, 6.5, 10.6455440521
8535_001.2B, 0.4, 6946, 1, 1, 1.0, 1.18856787682
8500_001.2B, 0.4, 14102, 9, 9, 9.0, 5.46950387955
8594_001.2B, 0.4, 4956, 12, 10, 11.0, 2.1588640213
8725_001.2B, 0.4, 13960, 5, 5, 5.0, 2.01793003082
8520_001.2B, 0.4, 15094, 2, 1, 1.5, 3.72106003761
8756_001.2B, 0.4, 12576, 2, 1, 1.5, 1.23385715485
8752_002.2B, 0.4, 20430, 0, 0, 0.0, 0.245584011078
8758_001.2B, 0.4, 16656, 3, 3, 3.0, 10.6329038143
8744_002.2B, 0.4, 17644, 2, 1, 1.5, 1.36346077919
8521_001.2B, 0.4, 10328, 3, 3, 3.0, 5.24882006645
8759_003.2B, 0.4, 15176, 5, 5, 5.0, 6.97054600716
8573_001.2B, 0.4, 10560, 4, 4, 4.0, 5.669257164
8544_001.2B, 0.4, 12224, 0, 0, 0.0, 6.43638706207
8585_001.2B, 0.4, 6874, 6, 5, 5.5, 3.16389298439
8578_001.2B, 0.4, 6158, 3, 2, 2.5, 1.71011900902
8722_001.2B, 0.4, 13386, 4, 4, 4.0, 5.81840991974
8760_001.2B, 0.4, 11826, 2, 2, 2.0, 3.96386599541
8545_001.2B, 0.4, 5732, 1, 1, 1.0, 1.09216809273
8748_001.2B, 0.4, 21310, 16, 11, 13.5, 8.0361199379
8574_001.2B, 0.4, 12372, 4, 4, 4.0, 1.45221781731
8587_001.2B, 0.4, 7582, 2, 2, 2.0, 4.51550507545
8515_001.2B, 0.4, 8096, 9, 9, 9.0, 3.9960501194
8512_001.2B, 0.4, 3048, 14, 9, 11.5, 0.347757101059
8563_001.2B, 0.4, 10248, 2, 1, 1.5, 4.34411501884
8551_001.2B, 0.4, 5484, 14, 13, 13.5, 2.25972008705
8741_001.2B, 0.4, 9120, 3, 1, 2.0, 1.27254009247
8503_001.2B, 0.4, 13480, 6, 7, 6.5, 5.51828312874
8550_001.2B, 0.4, 8100, 8, 8, 8.0, 3.78673601151
8560_001.2B, 0.4, 10878, 4, 4, 4.0, 1.84736299515
8743_001.2B, 0.4, 14074, 4, 3, 3.5, 6.97576379776
8540_001.2B, 0.4, 9600, 5, 5, 5.0, 4.81215405464
8719_001.2B, 0.4, 11516, 4, 4, 4.0, 4.96239304543
8518_001.2B, 0.4, 6634, 7, 7, 7.0, 2.48597812653
8702_001.2B, 0.4, 13788, 2, 1, 1.5, 1.02646517754
8750_002.2B, 0.4, 13672, 0, 0, 0.0, 0.104510068893
8513_001.2B, 0.4, 8964, 6, 3, 4.5, 2.05943393707
8734_002.2B, 0.4, 12894, 1, 1, 1.0, 3.65181088448
8505_001.2B, 0.4, 12432, 1, 1, 1.0, 5.96449708939
8509_001.2B, 0.4, 20024, 6, 6, 6.0, 9.9400510788
8517_001.2B, 0.4, 5654, 19, 19, 19.0, 1.89210391045
8742_001.2B, 0.4, 12514, 33, 34, 33.5, 7.05496287346
8586_001.2B, 0.4, 4248, 11, 12, 11.5, 1.5350060463
8571_001.2B, 0.4, 12200, 4, 3, 3.5, 4.32138204575
8541_001.2B, 0.3, 11676, 0, 0, 0.0, 0.702529907227
8597_001.2B, 0.3, 6190, 1, 1, 1.0, 2.77476000786
8741_002.2B, 0.3, 4142, 4, 1, 2.5, 0.458666086197
8750_001.2B, 0.3, 6396, 0, 0, 0.0, 0.141677856445
8752_001.2B, 0.3, 11656, 0, 0, 0.0, 0.142113208771
8564_001.2B, 0.3, 8420, 1, 0, 0.5, 0.990339994431
8502_001.2B, 0.3, 10442, 1, 0, 0.5, 0.667008161545
8717_001.2B, 0.3, 9780, 0, 0, 0.0, 4.42901301384
8520_003.2B, 0.3, 10704, 0, 0, 0.0, 0.212672948837
8747_002.2B, 0.3, 12756, 0, 0, 0.0, 1.97483491898
8749_002.2B, 0.3, 10778, 0, 0, 0.0, 1.43695902824
8529_002.2B, 0.3, 2666, 2, 2, 2.0, 1.32138490677
8729_001.2B, 0.3, 10702, 2, 1, 1.5, 3.43629217148
8523_001.2B, 0.3, 11550, 0, 0, 0.0, 0.584926128387
8710_001.2B, 0.3, 6466, 25, 0, 12.5, 0.19073009491
8584_001.2B, 0.3, 8978, 0, 0, 0.0, 0.192351102829
8501_001.2B, 0.3, 4352, 0, 0, 0.0, 0.0960981845856
8592_001.2B, 0.3, 6096, 0, 0, 0.0, 0.19402217865
8570_001.2B, 0.3, 3162, 3, 2, 2.5, 0.740525007248
8508_001.2B, 0.3, 13764, 0, 0, 0.0, 5.60762214661
8759_004.2B, 0.3, 10584, 0, 0, 0.0, 1.12137985229
8734_001.2B, 0.3, 6826, 4, 1, 2.5, 0.733572006226
8538_001.2B, 0.3, 8108, 0, 0, 0.0, 0.235262870789
8759_002.2B, 0.3, 11258, 0, 0, 0.0, 3.76768398285
8580_001.2B, 0.3, 4566, 1, 1, 1.0, 2.16707396507
8601_001.2B, 0.3, 12630, 0, 0, 0.0, 9.25378203392
8555_001.2B, 0.3, 9316, 1, 0, 0.5, 3.12779116631
